country,year,sex,age,suicides_no,population
Barbados,1994,female,5-14 years,0,20500
Barbados,1994,female,55-74 years,2,18800
Barbados,1994,female,75+ years,0,9700
Barbados,1994,male,15-24 years,1,22900
Barbados,1994,male,25-34 years,0,23800
Barbados,1994,male,35-54 years,5,28600
Barbados,1994,male,5-14 years,1,21100
Barbados,1994,male,55-74 years,3,13500
Barbados,1994,male,75+ years,0,5300
Barbados,1995,female,15-24 years,2,22000
Barbados,1995,female,25-34 years,0,22700
Barbados,1995,female,35-54 years,2,31800
Barbados,1995,female,5-14 years,0,20400
Barbados,1995,female,55-74 years,1,18700
Barbados,1995,female,75+ years,0,9800
Barbados,1995,male,15-24 years,1,22500
Barbados,1995,male,25-34 years,7,23600
Barbados,1995,male,35-54 years,3,30000
Barbados,1995,male,5-14 years,0,21000
Barbados,1995,male,55-74 years,1,13400
Barbados,1995,male,75+ years,0,5300
Barbados,2000,female,15-24 years,0,19594
Barbados,2000,female,25-34 years,0,21656
Barbados,2000,female,35-54 years,2,40354
Barbados,2000,female,5-14 years,0,19999
Barbados,2000,female,55-74 years,0,20755
Barbados,2000,female,75+ years,0,8653
Barbados,2000,male,15-24 years,1,20032
Barbados,2000,male,25-34 years,4,20974
Barbados,2000,male,35-54 years,3,37000
Barbados,2000,male,5-14 years,0,20504
Barbados,2000,male,55-74 years,0,16361
Barbados,2000,male,75+ years,0,5251
Barbados,2001,female,15-24 years,0,19589
Barbados,2001,female,25-34 years,0,21392
Barbados,2001,female,35-54 years,0,41070
Barbados,2001,female,5-14 years,0,19856
Barbados,2001,female,55-74 years,0,20967
Barbados,2001,female,75+ years,0,8830
Barbados,2001,male,15-24 years,0,19949
Barbados,2001,male,25-34 years,0,20762
Barbados,2001,male,35-54 years,1,37608
Barbados,2001,male,5-14 years,0,20312
Barbados,2001,male,55-74 years,1,16682
Barbados,2001,male,75+ years,0,5389
Barbados,2002,female,15-24 years,0,19595
Barbados,2002,female,25-34 years,0,21133
Barbados,2002,female,35-54 years,0,41563
Barbados,2002,female,5-14 years,0,19674
Barbados,2002,female,55-74 years,0,21258
Barbados,2002,female,75+ years,0,9003
Barbados,2002,male,15-24 years,0,19863
Barbados,2002,male,25-34 years,0,20535
Barbados,2002,male,35-54 years,0,38009
Barbados,2002,male,5-14 years,0,20106
Barbados,2002,male,55-74 years,0,17104
Barbados,2002,male,75+ years,0,5510
Barbados,2003,female,15-24 years,0,19594
Barbados,2003,female,25-34 years,0,20882
Barbados,2003,female,35-54 years,0,41911
Barbados,2003,female,5-14 years,0,19479
Barbados,2003,female,55-74 years,0,21643
Barbados,2003,female,75+ years,0,9139
Barbados,2003,male,15-24 years,0,19769
Barbados,2003,male,25-34 years,0,20309
Barbados,2003,male,35-54 years,0,38276
Barbados,2003,male,5-14 years,0,19901
Barbados,2003,male,55-74 years,0,17621
Barbados,2003,male,75+ years,0,5598
Barbados,2004,female,15-24 years,0,19566
Barbados,2004,female,25-34 years,0,20656
Barbados,2004,female,35-54 years,0,42213
Barbados,2004,female,5-14 years,0,19280
Barbados,2004,female,55-74 years,0,22134
Barbados,2004,female,75+ years,0,9237
Barbados,2004,male,15-24 years,0,19657
Barbados,2004,male,25-34 years,0,20092
Barbados,2004,male,35-54 years,3,38511
Barbados,2004,male,5-14 years,0,19715
Barbados,2004,male,55-74 years,0,18209
Barbados,2004,male,75+ years,0,5655
Barbados,2005,female,15-24 years,0,19501
Barbados,2005,female,25-34 years,0,20457
Barbados,2005,female,35-54 years,0,42518
Barbados,2005,female,5-14 years,0,19101
Barbados,2005,female,55-74 years,0,22723
Barbados,2005,female,75+ years,0,9297
Barbados,2005,male,15-24 years,0,19524
Barbados,2005,male,25-34 years,0,19893
Barbados,2005,male,35-54 years,1,38767
Barbados,2005,male,5-14 years,0,19569
Barbados,2005,male,55-74 years,0,18856
Barbados,2005,male,75+ years,0,5683
Barbados,2006,female,15-24 years,0,19383
Barbados,2006,female,25-34 years,0,20256
Barbados,2006,female,35-54 years,0,42772
Barbados,2006,female,5-14 years,0,18922
Barbados,2006,female,55-74 years,0,23361
Barbados,2006,female,75+ years,0,9430
Barbados,2006,male,15-24 years,0,19356
Barbados,2006,male,25-34 years,2,19677
Barbados,2006,male,35-54 years,5,38972
Barbados,2006,male,5-14 years,0,19435
Barbados,2006,male,55-74 years,1,19527
Barbados,2006,male,75+ years,1,5792
Barbados,2007,female,15-24 years,0,19237
Barbados,2007,female,25-34 years,0,20074
Barbados,2007,female,35-54 years,0,43042
Barbados,2007,female,5-14 years,0,18772
Barbados,2007,female,55-74 years,0,24071
Barbados,2007,female,75+ years,0,9551
Barbados,2007,male,15-24 years,0,19188
Barbados,2007,male,25-34 years,0,19468
Barbados,2007,male,35-54 years,0,39190
Barbados,2007,male,5-14 years,0,19359
Barbados,2007,male,55-74 years,0,20249
Barbados,2007,male,75+ years,0,5882
Barbados,2008,female,15-24 years,0,19070
Barbados,2008,female,25-34 years,0,19912
Barbados,2008,female,35-54 years,1,43278
Barbados,2008,female,5-14 years,0,18667
Barbados,2008,female,55-74 years,0,24852
Barbados,2008,female,75+ years,0,9658
Barbados,2008,male,15-24 years,0,19029
Barbados,2008,male,25-34 years,0,19259
Barbados,2008,male,35-54 years,0,39368
Barbados,2008,male,5-14 years,0,19341
Barbados,2008,male,55-74 years,0,21022
Barbados,2008,male,75+ years,0,5958
Barbados,2009,female,15-24 years,0,18898
Barbados,2009,female,25-34 years,0,19762
Barbados,2009,female,35-54 years,0,43400
Barbados,2009,female,5-14 years,0,18606
Barbados,2009,female,55-74 years,0,25695
Barbados,2009,female,75+ years,0,9752
Barbados,2009,male,15-24 years,0,18881
Barbados,2009,male,25-34 years,0,19044
Barbados,2009,male,35-54 years,3,39442
Barbados,2009,male,5-14 years,0,19379
Barbados,2009,male,55-74 years,1,21837
Barbados,2009,male,75+ years,1,6022
Barbados,2010,female,15-24 years,0,18739
Barbados,2010,female,25-34 years,0,19612
Barbados,2010,female,35-54 years,0,43369
Barbados,2010,female,5-14 years,0,18590
Barbados,2010,female,55-74 years,0,26589
Barbados,2010,female,75+ years,0,9853
Barbados,2010,male,15-24 years,0,18747
Barbados,2010,male,25-34 years,0,18826
Barbados,2010,male,35-54 years,3,39379
Barbados,2010,male,5-14 years,0,19462
Barbados,2010,male,55-74 years,0,22675
Barbados,2010,male,75+ years,0,6086
Barbados,2011,female,15-24 years,0,18660
Barbados,2011,female,25-34 years,0,19511
Barbados,2011,female,35-54 years,0,43221
Barbados,2011,female,5-14 years,0,18501
Barbados,2011,female,55-74 years,0,27506
Barbados,2011,female,75+ years,0,10011
Barbados,2011,male,15-24 years,0,18668
Barbados,2011,male,25-34 years,0,18675
Barbados,2011,male,35-54 years,0,39290
Barbados,2011,male,5-14 years,0,19431
Barbados,2011,male,55-74 years,0,23496
Barbados,2011,male,75+ years,0,6233
Barbados,2012,female,15-24 years,0,18575
Barbados,2012,female,25-34 years,0,19421
Barbados,2012,female,35-54 years,0,42921
Barbados,2012,female,5-14 years,0,18436
Barbados,2012,female,55-74 years,0,28473
Barbados,2012,female,75+ years,0,10166
Barbados,2012,male,15-24 years,0,18579
Barbados,2012,male,25-34 years,0,18523
Barbados,2012,male,35-54 years,0,39060
Barbados,2012,male,5-14 years,0,19402
Barbados,2012,male,55-74 years,0,24339
Barbados,2012,male,75+ years,0,6375
Barbados,2013,female,15-24 years,0,18473
Barbados,2013,female,25-34 years,0,19336
Barbados,2013,female,35-54 years,0,42518
Barbados,2013,female,5-14 years,0,18384
Barbados,2013,female,55-74 years,0,29474
Barbados,2013,female,75+ years,0,10306
Barbados,2013,male,15-24 years,0,18497
Barbados,2013,male,25-34 years,0,18365
Barbados,2013,male,35-54 years,0,38728
Barbados,2013,male,5-14 years,0,19376
Barbados,2013,male,55-74 years,0,25209
Barbados,2013,male,75+ years,0,6499
Belarus,1981,female,15-24 years,34,835600
Belarus,1981,female,25-34 years,45,725000
Belarus,1981,female,35-54 years,194,1316200
Belarus,1981,female,5-14 years,1,711600
Belarus,1981,female,55-74 years,128,951800
Belarus,1981,female,75+ years,49,282100
Belarus,1981,male,15-24 years,171,862700
Belarus,1981,male,25-34 years,397,726500
Belarus,1981,male,35-54 years,977,1167700
Belarus,1981,male,5-14 years,9,738800
Belarus,1981,male,55-74 years,316,511100
Belarus,1981,male,75+ years,67,115800
Belarus,1982,female,15-24 years,27,827200
Belarus,1982,female,25-34 years,47,752100
Belarus,1982,female,35-54 years,205,1297900
Belarus,1982,female,5-14 years,5,708800
Belarus,1982,female,55-74 years,138,973500
Belarus,1982,female,75+ years,51,289900
Belarus,1982,male,15-24 years,198,850700
Belarus,1982,male,25-34 years,438,750200
Belarus,1982,male,35-54 years,1071,1163000
Belarus,1982,male,5-14 years,10,737300
Belarus,1982,male,55-74 years,362,532300
Belarus,1982,male,75+ years,64,118200
Belarus,1983,female,15-24 years,,801300
Belarus,1983,female,25-34 years,,775900
Belarus,1983,female,35-54 years,,1283800
Belarus,1983,female,5-14 years,,712800
Belarus,1983,female,55-74 years,,1008300
Belarus,1983,female,75+ years,,302000
Belarus,1983,male,15-24 years,,817900
Belarus,1983,male,25-34 years,,778500
Belarus,1983,male,35-54 years,,1158700
Belarus,1983,male,5-14 years,,742200
Belarus,1983,male,55-74 years,,573600
Belarus,1983,male,75+ years,,121000
Belarus,1985,female,15-24 years,26,773200
Belarus,1985,female,25-34 years,45,797200
Belarus,1985,female,35-54 years,173,1269300
Belarus,1985,female,5-14 years,3,719000
Belarus,1985,female,55-74 years,134,1044900
Belarus,1985,female,75+ years,46,313600
Belarus,1985,male,15-24 years,155,781200
Belarus,1985,male,25-34 years,403,806100
Belarus,1985,male,35-54 years,902,1154900
Belarus,1985,male,5-14 years,7,749300
Belarus,1985,male,55-74 years,352,616700
Belarus,1985,male,75+ years,56,122500
Belarus,1986,female,15-24 years,18,753100
Belarus,1986,female,25-34 years,31,813300
Belarus,1986,female,35-54 years,145,1264500
Belarus,1986,female,5-14 years,4,723500
Belarus,1986,female,55-74 years,145,1063200
Belarus,1986,female,75+ years,51,320800
Belarus,1986,male,15-24 years,140,756500
Belarus,1986,male,25-34 years,266,822100
Belarus,1986,male,35-54 years,635,1156900
Belarus,1986,male,5-14 years,3,753900
Belarus,1986,male,55-74 years,280,642300
Belarus,1986,male,75+ years,59,123000
Belarus,1987,female,15-24 years,35,733000
Belarus,1987,female,25-34 years,52,826200
Belarus,1987,female,35-54 years,143,1263300
Belarus,1987,female,5-14 years,1,728900
Belarus,1987,female,55-74 years,176,1078300
Belarus,1987,female,75+ years,47,329400
Belarus,1987,male,15-24 years,126,734500
Belarus,1987,male,25-34 years,305,833900
Belarus,1987,male,35-54 years,651,1162900
Belarus,1987,male,5-14 years,9,757400
Belarus,1987,male,55-74 years,295,665800
Belarus,1987,male,75+ years,81,124500
Belarus,1988,female,15-24 years,30,715500
Belarus,1988,female,25-34 years,52,838300
Belarus,1988,female,35-54 years,121,1263300
Belarus,1988,female,5-14 years,5,739200
Belarus,1988,female,55-74 years,143,1093400
Belarus,1988,female,75+ years,67,335800
Belarus,1988,male,15-24 years,112,715900
Belarus,1988,male,25-34 years,299,846200
Belarus,1988,male,35-54 years,657,1171300
Belarus,1988,male,5-14 years,10,765300
Belarus,1988,male,55-74 years,290,686500
Belarus,1988,male,75+ years,83,125800
Belarus,1989,female,15-24 years,34,708000
Belarus,1989,female,25-34 years,56,844200
Belarus,1989,female,35-54 years,144,1274000
Belarus,1989,female,5-14 years,3,752700
Belarus,1989,female,55-74 years,148,1097300
Belarus,1989,female,75+ years,51,339800
Belarus,1989,male,15-24 years,100,705900
Belarus,1989,male,25-34 years,388,852300
Belarus,1989,male,35-54 years,799,1186300
Belarus,1989,male,5-14 years,16,778300
Belarus,1989,male,55-74 years,401,699900
Belarus,1989,male,75+ years,69,126000
Belarus,1990,female,15-24 years,24,706500
Belarus,1990,female,25-34 years,45,839200
Belarus,1990,female,35-54 years,144,1284200
Belarus,1990,female,5-14 years,3,763600
Belarus,1990,female,55-74 years,158,1101700
Belarus,1990,female,75+ years,61,339400
Belarus,1990,male,15-24 years,132,702900
Belarus,1990,male,25-34 years,359,844900
Belarus,1990,male,35-54 years,729,1199400
Belarus,1990,male,5-14 years,8,789500
Belarus,1990,male,55-74 years,363,714100
Belarus,1990,male,75+ years,59,123400
Belarus,1991,female,15-24 years,30,702100
Belarus,1991,female,25-34 years,42,823200
Belarus,1991,female,35-54 years,121,1294600
Belarus,1991,female,5-14 years,2,781100
Belarus,1991,female,55-74 years,175,1136700
Belarus,1991,female,75+ years,72,325800
Belarus,1991,male,15-24 years,143,699100
Belarus,1991,male,25-34 years,342,826400
Belarus,1991,male,35-54 years,756,1217200
Belarus,1991,male,5-14 years,14,807600
Belarus,1991,male,55-74 years,401,747600
Belarus,1991,male,75+ years,71,114800
Belarus,1992,female,15-24 years,31,708000
Belarus,1992,female,25-34 years,50,811300
Belarus,1992,female,35-54 years,157,1309400
Belarus,1992,female,5-14 years,4,793700
Belarus,1992,female,55-74 years,160,1171400
Belarus,1992,female,75+ years,68,314000
Belarus,1992,male,15-24 years,166,708800
Belarus,1992,male,25-34 years,397,812400
Belarus,1992,male,35-54 years,845,1236700
Belarus,1992,male,5-14 years,30,821500
Belarus,1992,male,55-74 years,459,774900
Belarus,1992,male,75+ years,57,108800
Belarus,1993,female,15-24 years,37,713800
Belarus,1993,female,25-34 years,58,794600
Belarus,1993,female,35-54 years,164,1323600
Belarus,1993,female,5-14 years,4,804600
Belarus,1993,female,55-74 years,198,1193700
Belarus,1993,female,75+ years,64,310600
Belarus,1993,male,15-24 years,175,723100
Belarus,1993,male,25-34 years,454,789200
Belarus,1993,male,35-54 years,1072,1254600
Belarus,1993,male,5-14 years,18,834500
Belarus,1993,male,55-74 years,577,792900
Belarus,1993,male,75+ years,64,105900
Belarus,1994,female,15-24 years,36,719700
Belarus,1994,female,25-34 years,60,784400
Belarus,1994,female,35-54 years,177,1336000
Belarus,1994,female,5-14 years,2,807600
Belarus,1994,female,55-74 years,227,1206100
Belarus,1994,female,75+ years,69,307500
Belarus,1994,male,15-24 years,208,726000
Belarus,1994,male,25-34 years,458,773000
Belarus,1994,male,35-54 years,1156,1258800
Belarus,1994,male,5-14 years,16,833400
Belarus,1994,male,55-74 years,671,797700
Belarus,1994,male,75+ years,73,103700
Belarus,1995,female,15-24 years,33,729900
Belarus,1995,female,25-34 years,51,762300
Belarus,1995,female,35-54 years,181,1360000
Belarus,1995,female,5-14 years,3,807300
Belarus,1995,female,55-74 years,197,1220800
Belarus,1995,female,75+ years,49,304600
Belarus,1995,male,15-24 years,210,734800
Belarus,1995,male,25-34 years,475,743800
Belarus,1995,male,35-54 years,1222,1274300
Belarus,1995,male,5-14 years,12,829500
Belarus,1995,male,55-74 years,699,805300
Belarus,1995,male,75+ years,71,101000
Belarus,1996,female,15-24 years,43,737300
Belarus,1996,female,25-34 years,59,741800
Belarus,1996,female,35-54 years,170,1384800
Belarus,1996,female,5-14 years,3,797600
Belarus,1996,female,55-74 years,214,1226000
Belarus,1996,female,75+ years,57,302400
Belarus,1996,male,15-24 years,224,743800
Belarus,1996,male,25-34 years,518,722500
Belarus,1996,male,35-54 years,1391,1298200
Belarus,1996,male,5-14 years,13,821700
Belarus,1996,male,55-74 years,859,809000
Belarus,1996,male,75+ years,76,99700
Belarus,1997,female,15-24 years,50,744100
Belarus,1997,female,25-34 years,75,726900
Belarus,1997,female,35-54 years,188,1415500
Belarus,1997,female,5-14 years,2,783300
Belarus,1997,female,55-74 years,188,1218800
Belarus,1997,female,75+ years,59,305000
Belarus,1997,male,15-24 years,247,750600
Belarus,1997,male,25-34 years,487,709000
Belarus,1997,male,35-54 years,1326,1326100
Belarus,1997,male,5-14 years,8,809000
Belarus,1997,male,55-74 years,819,803300
Belarus,1997,male,75+ years,77,100500
Belarus,1998,female,15-24 years,39,755800
Belarus,1998,female,25-34 years,51,716200
Belarus,1998,female,35-54 years,192,1455000
Belarus,1998,female,5-14 years,5,761400
Belarus,1998,female,55-74 years,185,1191300
Belarus,1998,female,75+ years,78,316400
Belarus,1998,male,15-24 years,287,762700
Belarus,1998,male,25-34 years,511,698900
Belarus,1998,male,35-54 years,1320,1360700
Belarus,1998,male,5-14 years,12,787800
Belarus,1998,male,55-74 years,794,784600
Belarus,1998,male,75+ years,82,104000
Belarus,1999,female,15-24 years,48,741400
Belarus,1999,female,25-34 years,67,697900
Belarus,1999,female,35-54 years,174,1465100
Belarus,1999,female,5-14 years,4,713600
Belarus,1999,female,55-74 years,170,1157900
Belarus,1999,female,75+ years,66,318400
Belarus,1999,male,15-24 years,288,771500
Belarus,1999,male,25-34 years,550,692600
Belarus,1999,male,35-54 years,1178,1378000
Belarus,1999,male,5-14 years,22,748500
Belarus,1999,male,55-74 years,739,771900
Belarus,1999,male,75+ years,91,106400
Belarus,2000,female,15-24 years,36,754801
Belarus,2000,female,25-34 years,54,693860
Belarus,2000,female,35-54 years,170,1497056
Belarus,2000,female,5-14 years,6,683020
Belarus,2000,female,55-74 years,172,1125001
Belarus,2000,female,75+ years,67,331579
Belarus,2000,male,15-24 years,306,786483
Belarus,2000,male,25-34 years,508,688963
Belarus,2000,male,35-54 years,1334,1403903
Belarus,2000,male,5-14 years,20,717646
Belarus,2000,male,55-74 years,721,750602
Belarus,2000,male,75+ years,89,110565
Belarus,2001,female,15-24 years,36,768639
Belarus,2001,female,25-34 years,53,691653
Belarus,2001,female,35-54 years,164,1522267
Belarus,2001,female,5-14 years,2,647427
Belarus,2001,female,55-74 years,162,1094844
Belarus,2001,female,75+ years,73,346664
Belarus,2001,male,15-24 years,313,801574
Belarus,2001,male,25-34 years,477,687861
Belarus,2001,male,35-54 years,1266,1423218
Belarus,2001,male,5-14 years,17,681448
Belarus,2001,male,55-74 years,658,731902
Belarus,2001,male,75+ years,82,116090
Belarus,2002,female,15-24 years,32,780846
Belarus,2002,female,25-34 years,65,691146
Belarus,2002,female,35-54 years,191,1533648
Belarus,2002,female,5-14 years,5,609886
Belarus,2002,female,55-74 years,149,1076366
Belarus,2002,female,75+ years,69,359673
Belarus,2002,male,15-24 years,296,814826
Belarus,2002,male,25-34 years,515,688769
Belarus,2002,male,35-54 years,1263,1429098
Belarus,2002,male,5-14 years,20,642277
Belarus,2002,male,55-74 years,607,719837
Belarus,2002,male,75+ years,79,122862
Belarus,2003,female,15-24 years,46,789030
Belarus,2003,female,25-34 years,57,692961
Belarus,2003,female,35-54 years,179,1536542
Belarus,2003,female,5-14 years,3,574416
Belarus,2003,female,55-74 years,177,1062435
Belarus,2003,female,75+ years,78,374617
Belarus,2003,male,15-24 years,285,824213
Belarus,2003,male,25-34 years,540,691958
Belarus,2003,male,35-54 years,1304,1427642
Belarus,2003,male,5-14 years,11,605243
Belarus,2003,male,55-74 years,669,709699
Belarus,2003,male,75+ years,107,131935
Belarus,2004,female,15-24 years,,793684
Belarus,2004,female,25-34 years,,696487
Belarus,2004,female,35-54 years,,1531907
Belarus,2004,female,5-14 years,,542054
Belarus,2004,female,55-74 years,,1055990
Belarus,2004,female,75+ years,,389789
Belarus,2004,male,15-24 years,,828898
Belarus,2004,male,25-34 years,,698125
Belarus,2004,male,35-54 years,,1420101
Belarus,2004,male,5-14 years,,571645
Belarus,2004,male,55-74 years,,706250
Belarus,2004,male,75+ years,,140569
Belarus,2005,female,15-24 years,,791961
Belarus,2005,female,25-34 years,,700519
Belarus,2005,female,35-54 years,,1524933
Belarus,2005,female,5-14 years,,515011
Belarus,2005,female,55-74 years,,1053247
Belarus,2005,female,75+ years,,403913
Belarus,2005,male,15-24 years,,825924
Belarus,2005,male,25-34 years,,706010
Belarus,2005,male,35-54 years,,1410341
Belarus,2005,male,5-14 years,,543371
Belarus,2005,male,55-74 years,,706216
Belarus,2005,male,75+ years,,148129
Belarus,2006,female,15-24 years,,782861
Belarus,2006,female,25-34 years,,705036
Belarus,2006,female,35-54 years,,1521714
Belarus,2006,female,5-14 years,,493216
Belarus,2006,female,55-74 years,,1052089
Belarus,2006,female,75+ years,,415046
Belarus,2006,male,15-24 years,,816266
Belarus,2006,male,25-34 years,,714048
Belarus,2006,male,35-54 years,,1404276
Belarus,2006,male,5-14 years,,520558
Belarus,2006,male,55-74 years,,706349
Belarus,2006,male,75+ years,,153868
Belarus,2007,female,15-24 years,37,768164
Belarus,2007,female,25-34 years,56,711481
Belarus,2007,female,35-54 years,163,1518188
Belarus,2007,female,5-14 years,3,474089
Belarus,2007,female,55-74 years,127,1054993
Belarus,2007,female,75+ years,70,424470
